execid,EXEC_FULL_NAME,Compared_Chen2016,TYPE,TWITTER ACCOUNT,First_join,First_tweet,Comments,Number_follower,Number_following,Tweet_time,Tweet_text
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2016-08-13 19:22:09,b'Celebrating 100 years at the Owl Cafe in Laurel with John.  Get well soon Cathy. https://t.co/OfshLYiiSa'
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2016-08-08 13:16:06,"b""What's cooking at our place: homemade venison bockwurst, caprese, roasted butternut squash and tortellini with pesto https://t.co/jiQHBzW25m"""
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2016-08-07 23:57:53,"b""What's cooking at our place: appetizers! elk steak, cheeses, champagne grapes and ripe olives. https://t.co/HA5CaWptpr"""
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2016-08-07 00:58:23,b'No cooking tonight! Tater Pigs at  Sweet Pea in Bozeman. Our annual tradition for over 20 years. #ILoveMontana https://t.co/Qo1T5hyEEK'
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2016-08-06 00:27:49,"b""What's cooking at our place: dry rub elk steaks. caprese salad and pasta with thyme https://t.co/bie7yLyHBm"""
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2016-08-01 02:01:25,b'Praying for friends in the Bitterroot. #roaringlionfire https://t.co/vVCS1mKfof'
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2016-08-01 01:36:31,b'Concerned for the Bitterroot.  We are praying for safety. #roaringlionfire'
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2016-07-31 03:39:07,b'Got to meet Miss Montana today in Helena. https://t.co/0OLjubyzQI'
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2016-07-24 04:05:24,b'Wow. Wow. More sunset in Bozeman. #ILoveMontana https://t.co/n7hnKhuy4q'
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2016-07-24 04:04:04,b'Wow. Sunset in Bozeman. https://t.co/cAP41tELsa'
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2016-07-24 04:03:19,"b""What's cooking at our place: elk steaks, homemade venison bockwurst and duck breast. #yum https://t.co/08QpOiipOU"""
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2016-07-24 04:02:03,"b""What's for dinner at our place: grilled veggies ... https://t.co/KevOr7WQHg"""
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2016-07-23 03:07:33,b'Sweet Montana Home. #ILoveMontana https://t.co/V6yuget8Wd'
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2016-07-23 00:18:11,b'Come get a yard sign at the Gallatin County Fair. https://t.co/YGyWD7X8mR'
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2016-07-22 00:51:53,"b""What's cooking at our place: elk burgers! https://t.co/dFWsRmI48r"""
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2016-07-06 01:18:19,b'Launching golf balls off the back deck with an AR-15. Four! https://t.co/vwh3AavO21'
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2016-07-06 01:16:03,"b""What's cooking at our place: tomato and mozzarella, and curried whole grain barley with vegetables. https://t.co/Wsu8ZSlMDv"""
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2016-07-05 02:00:12,"b""What's cooking at my place: mixed grill with goose, duck, elk steaks, homemade Italian sausage and grilled veggies. https://t.co/cdrDuDUwcp"""
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2016-07-05 01:56:58,b'Red Lodge rodeo. #ILoveMontana'
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2016-07-03 03:36:01,b'Enjoying the Livingston Roundup. https://t.co/ga2BzgQnlg'
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2016-06-30 13:41:54,b'Beautiful morning in the Flathead. https://t.co/6x28ETb3DK'
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2016-06-26 01:41:56,"b""What's cooking at our place: mini-mixed grill w/ venison tenderloins and homemade elk bockwurst, eggplant and salad https://t.co/wW5GX8HHXc"""
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2016-06-20 03:00:10,b'Yesterday a cactus flower bloomed in Baker Montana. https://t.co/t2rPTpYYdK'
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2016-06-20 02:56:57,"b'David and I on a father son hike to the ""M"" today for Father\'s Day. https://t.co/kTGaYw904o'"
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2016-06-15 21:36:44,"b""What's cooking at our place?  Venison chops wrapped with bacon, pasta w/ homemade pesto and brussel sprouts. #yum https://t.co/9f4edd45Hl"""
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2016-06-13 14:32:09,"b""What's cooking: elk burger with cheddar cheese, roasted peppers, caramelized onions and spicy BBQ sauce. #yum https://t.co/SQn1lCXjSf"""
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2016-06-07 16:13:11,b'Susan and I just voted in Bozeman. #YourVoteCounts https://t.co/4VglmYPamB'
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2016-05-28 20:54:12,b'Congressman Ryan Zinke honors Vietnam Vets in Bozeman today. #WelcomeHome #ThankYou https://t.co/yEvlAjitGw'
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2016-05-27 12:34:31,b'Rainbow over our barn this morning. #ILoveMontana https://t.co/YWR7YOx6c7'
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2016-05-21 22:13:38,"b""Our wagon in the Bucking Horse Sale parade today.  Saddle is Gov Tim Babcock's. Made at the prison in Deer Lodge. https://t.co/i0UvBbY1Fr"""
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2016-05-20 15:17:38,b'Susan and I got to visit with Apollo 8 Commander Frank Borman in Billings. https://t.co/DNj4a872uW'
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2016-05-15 02:42:44,b'Glad to be part of the Citizens for Balanced Use banquet tonight. Kerry White hanks for your vision &amp; leadership. https://t.co/SgaVkyKVMY'
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2016-05-02 01:22:17,b'First sign in Missoula.  More to come. https://t.co/ruWyOSLj81'
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2016-05-01 04:01:43,"b'#bozemanhealth garden party theme fundraiser for a great cause, newborn special care equipment and support https://t.co/HBLxWcypKu'"
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2016-04-28 17:00:25,b'Get Secretary of the Interior Sally Jewell to Visit Colstrip - Sign the Petition! https://t.co/ImAmVY68rX via @Change'
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2016-04-24 20:48:00,"b'I took a day off.  We saw elk, deer, turkeys and marmot, but no bear. #GreatDay https://t.co/sXCVX3kd96'"
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2016-04-23 13:56:34,b'My son David caught 2 pheasants fighting yesterday in our backyard.  Maybe celebrating the bobcat exit. #wildkingdom https://t.co/bLLvgOwAks'
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2016-04-22 18:15:31,b'A bobcat was in our backyard yesterday apparently hunting pheasants.  All he left was a pile of feathers. #GoCats https://t.co/MLKsjtJ3SP'
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2016-04-17 20:53:26,b'I had to get a line wet on my birthday with an old friend. Thanks for all the well wishes! #ILoveMontana https://t.co/WsiiyeieF5'
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2016-04-13 17:19:21,b'Talking workforce development needs in Billings today with Big Sky EDA #MoreHighWageJobs'
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2016-04-13 01:04:03,b'Fantastic student  music &amp; #foothillsbanquet video https://t.co/evJydx63Ip'
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2016-04-13 01:02:49,b'Benjamin Watson keynotes #Foothillsbanquet. 1000 folks turnout! https://t.co/YnSblt0Pfs'
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2016-04-12 20:43:03,b'Big horn sheep inspecting the environmentally friendly Stillwater mine in Nye. #TreasureState https://t.co/RV57gmLCQ6'
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2016-04-10 02:03:44,b'Great turnout for the #RMEF dinner in Bozeman tonight. #OurHuntingHeritage https://t.co/VEiytWg8GM'
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2016-04-02 01:39:35,"b'Honored to speak to over 1,300+ attendees at 2016 FFA State Convention in Bozeman. Our future leaders. #GoAg https://t.co/fSkyWkhOG8'"
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2016-04-01 02:26:31,b'Max and his sister.  Both budding entrepreneurs in Helena. #OurFuture https://t.co/6OAuKaXzfR'
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2016-03-30 04:03:50,b'Lesley Robinson and I kicking off the MT Energy Summit with Sen Steve Daines in Billings. #MT is #ResourceStrong https://t.co/adOn0hGHcw'
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2016-03-27 14:53:11,b'He has risen!'
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2016-03-19 03:13:39,b'Got to visit with Lindsey Miss Rodeo Montana at the Russell in Great Falls tonight (Susan took the picture). https://t.co/VkvME4BM8V'
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2016-03-03 16:58:58,b'Helping with morning chores in Lewistown. https://t.co/EabJJwmzIP'
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2016-03-03 15:40:24,b'Great support for #FamilyPromise in Bozeman at 10 year anniversary https://t.co/TBTLgaRK9N'
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2016-02-19 14:09:49,b'High Tech in Montana is growing 7x faster the economy with wages more than 2x the state median according to UM BBER. https://t.co/nBSnxtQ4Z5'
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2016-02-19 14:07:01,b'Montana High Tech Business Alliance board of advisors met yesterday at #Elixiter in bzn to discuss 2016 plans. https://t.co/vqkt3Z3dro'
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2016-02-16 19:10:06,b'Warm welcome and good discussion in Stevensville #mtpol #RegRoundup https://t.co/dy2sThV8Jf'
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2016-02-09 21:25:09,b'Please properly dispose of your extra bird and animal parts. #ILoveMontana https://t.co/KON38uiqwI'
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2016-02-08 02:42:04,"b'Beautiful day for a hike to the ""M"" today.  #ILoveMontana https://t.co/GB0c4j98da'"
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2016-02-07 21:17:37,"b'Beautiful day for a hike to the ""M"". #ILoveMontana'"
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2016-02-03 21:04:45,b'Great visit with MT County Commissioners at MACo today in Great Falls. Thanks for your service to us. https://t.co/iKgnsQc23a'
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2016-02-03 02:16:36,b'Great turnout for Helena Chamber Banquet. Go private sector! https://t.co/DkdJX5fQGx'
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2016-01-31 23:08:42,"b""I love a business that is proud of what they do. Kickin' Ass Hat Company, Miles City Montana. #ILoveMontana https://t.co/yF8a3SAGwq"""
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2016-01-30 21:22:02,b'SIdney Eagles mascot and cheerleaders welcomed me to Sidney High School today. Go Eagles! https://t.co/4SZm9yGcqY'
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2016-01-30 04:48:50,b'Warm reception to our high wage jobs message in Dawson County tonight. My 7th trip to Eastern MT. #BetterInMT https://t.co/hbHgdiBKgn'
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2016-01-27 12:38:07,b'Standing room only again last night for MIT Prof Hutchinson discussion at MSU on science and faith.  #VeritasForum https://t.co/WDjK6hJDPl'
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2016-01-27 02:26:04,b'Great tour of Montana Precision in Butte today. 125 employees and growing. Montana needs more companies like this. https://t.co/GvZfQ8Qidx'
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2016-01-26 04:43:34,b'Standing room only tonight in Butte for MIT Professor Ian Hutchinson on science and faith. #VeritasForum https://t.co/m5yGbNCSe7'
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2016-01-24 21:43:11,"b'Joker, my long time hunting buddy turns 31 this year and is now retired. He has a huge heart. #LotsOfMemories https://t.co/BSDFRcCCs8'"
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2016-01-22 19:36:09,b'We announced our Campaign for Montana Governor this week!  Follow our campaign at @GregForMontana #MTpol #BetterForMT'
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2016-01-22 14:52:40,"b""new every morning ... this morning's sunrise in Bozeman #ILoveMontana https://t.co/KjHsAcXqYq"""
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2016-01-19 04:06:31,"b'Mixed grill tonight included duck tenders, goose breast, venison Italian sausage, elk and roasted root vegetables. https://t.co/w3LAD5ZEXs'"
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2016-01-18 14:42:11,"b'I cooked for friends last night: Venison tenderloin, roasted beets, grilled duck breasts, wild rice and salad #yum https://t.co/m2Cw6lEYmC'"
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2016-01-17 22:52:43,b'My beautiful bride of 27 yrs telling her story today at Mission Valley Christian Academy. #AmericanDreamFulfilled https://t.co/m59oAKKnXU'
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2016-01-16 03:09:36,"b""1000+ turnout tonight for #BillingsChamber #AgAppreciation dinner. Montana's #1 industry. https://t.co/F4rodDQg5C"""
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2016-01-14 16:30:13,b'#Gianforte  speaking on #entrepreneurship and #Innovation at #MTChamber Businessdays in #Helena https://t.co/DSqt6nXTow'
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2016-01-13 03:36:51,b'Great Evening with Bitterroot Building Industry Association. https://t.co/ttFDYtcZrC'
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2016-01-01 01:09:25,"b'Overnight back cntry ski trip w/ family this week. 13 miles, 2K ft gain and -3F outside the wall tent. #ILoveMontana https://t.co/AaeQ1lW9Fs'"
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2015-12-25 19:15:47,"b'@infanger_merle Get a CS or business degree, then join a tech firm and work hard. Business is just common sense and elbow grease.'"
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2015-12-25 15:12:40,"b'""And he will be called Wonderful Counselor, Mighty God, Everlasting Father, Prince of Peace."" #HappyBirthday'"
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2015-12-24 22:16:34,"b'Got a little cross cntry skiing in today with Susan, Adam and David (Rachel was photographer). Merry Christmas all! https://t.co/8oDx2EWLng'"
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2015-12-22 01:44:23,b'Congratulations @SpaceX. American innovation rules. #wow'
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2015-12-19 23:03:57,b'Nothing beats quality father daughter time. #pheasants #montana https://t.co/FLccaWAqSm'
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2015-12-16 16:35:50,b'Ducks were flying this morning. Two limits over decoys. #ILoveMontana https://t.co/3J9CL3GYW2'
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2015-12-13 22:30:07,b'Annual hunt for our family #Christmas tree today in our usual double secret spot on public land. #ILoveMontana https://t.co/ZP0ID3HBMo'
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2015-12-11 23:35:10,b'RT @GregForMontana: Professor Chen showing me around the Eastern Ag Research Center in #Sidney. #mtpol https://t.co/fJtCvGHj7T'
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2015-12-02 19:23:23,"b'RT @seabornlarson: @gianforte visits the Daily Inter Lake to talk about his exploratory campaign, telecommuting, education #mtpol https://t\xe2\x80\xa6'"
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2015-12-02 19:22:49,b'RT @GregForMontana: On with John and Leah on @1063thebear this morning - tune in! https://t.co/v4jX368U4y'
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2015-12-02 19:20:38,b'RT @BetterMTjobs: Our kids have dreams. They should not have to choose between Montana or a promising career that pays a decent wage. #mtjo\xe2\x80\xa6'
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2015-12-02 19:18:15,b'RT @GregForMontana: Had a good visit with the guys at @smartlamllc. MT is so timber rich! #mtpol https://t.co/t1xjbv4gmU'
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2015-11-27 01:12:37,b'Lots to be thankful for. #Thanksgiving https://t.co/Rd0HrYKSqG'
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2015-11-26 16:00:59,"b""Happy Thanksgiving from our family to yours. Let's each count our blessings one by one with a grateful heart.  #Thanskgiving"""
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2015-11-22 00:59:31,b'Found time to fill a deer tag after the Cat Griz game. #ILoveMontana https://t.co/gew34nN2i8'
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2015-11-20 20:39:41,b'My son Adam and I connected with this bull this morning.  Fresh snow made for a great day out. #ILoveMontana https://t.co/i5ncWtuhtH'
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2015-11-14 03:56:48,b'Operating the dragline in the Rosebud coal mine in Colstrip Montana. #HighWageCoalJobs https://t.co/OOpIMRb6ie'
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2015-11-13 14:18:21,b'Montana #1 for telecommuting! #BringOurFamilesBack https://t.co/XHh5SO5AJK'
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2015-11-13 03:48:54,"b'1,500 at FFA dinner in Bozeman. Biggest ever. Our future Montana leaders. https://t.co/dag4pJXj1D'"
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2015-11-11 19:39:09,b'Thank you to all who have sacrificed and served our great nation. #VeteransDay'
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2015-11-01 01:38:01,b'Halloween treats in Bozeman. #ILoveMontana https://t.co/iU2kodD1uw'
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2015-10-30 02:55:58,b'Sharing a message of high wage jobs for Montanans with Montana bankers https://t.co/xP3XOXYmEQ'
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2015-10-23 04:19:57,b'Largest turnout yet for the Montana High Tech Business Alliance in Missoula. We need more high wage jobs. https://t.co/L8YqAEeRVw'
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2015-10-20 13:42:55,b'Met up with @RadleyIce at @LoloPeakBrewing for a cold one. Check um out in Lolo! #ILoveMontana https://t.co/S5SxhVBqKh'
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2015-10-19 02:09:49,b'Visiting with some aspiring entrepreneurs in Ronan. Neither has learned anything is impossible yet. Inspiring! http://t.co/EcKn6h8uSq'
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2015-10-18 19:25:17,b'Breakfast this morning with friends at the Coffee Cup in Hamilton. http://t.co/BWifyk45OF'
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2015-10-17 20:42:20,b'Light and color were perfect today on the falls at Skalkaho Pass. #ILoveMontana http://t.co/gHQzvt4Aii'
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2015-10-14 02:30:40,b'Tiger Morales invited me to lunch at Poplar Middle School w/his six grade buds plus a gift.  Huge! #ILoveMontana http://t.co/RNg2eM5Ctc'
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2015-10-13 14:01:07,"b'Visited the historic Manning ranch on Ft Peck w/ Jack Manning, John Morales former tribal chief and son Tiger http://t.co/6mgKXC0Y0w'"
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2015-10-07 19:23:56,b'@mikejopek @KyleSchmauch @GregForMontana @aaronflint Director of Communications'
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2015-10-05 00:46:11,b'Amazing light this evening. Wow! #ILoveMontana http://t.co/Tyjx4RgSAx'
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2015-10-04 04:29:47,b'Dr Beth Weatherby inducted today as UM Western Chancellor by President Engstrom. The Dillon campus is in good hands. http://t.co/DLGcxEDAAk'
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2015-09-30 12:55:59,b'Ran the M by moonlight this morning. Magical. #ILoveMontana'
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2015-09-27 23:49:52,b'Beautiful afternoon hiking a Bridger ridge looking for blue grouse with Susan and son David.  #ILoveMontana http://t.co/ARNqkvImDY'
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2015-09-26 17:48:38,b'Go Cats! http://t.co/XnuIgwWJeP'
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2015-09-25 17:32:28,b'President Geoff Gamble was honored yesterday at MSU by family and friends. Thank you for your leadership Geoff. #MSU http://t.co/HmntuGM2AI'
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2015-09-25 16:53:22,b'RT @UniForJustice: Day 66 - 25 mi - Flat #2 (same wheel... coincidence?) Finished the climb like a boss. Brutal couple of days though. http\xe2\x80\xa6'
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2015-09-25 16:53:03,"b""RT @UniForJustice: Day 69 - 73 mi - Longest day so far. My butt hurts. That's all I have to say about that. http://t.co/UJkimuNHaO"""
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2015-09-24 02:49:33,b'RT @UniForJustice: Some slam poetry from the saddle! https://t.co/87rNG9o9nb'
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2015-09-18 02:08:18,b'#passiontoprofit event. Top ten reasons to be an entrepreneur. http://t.co/qdgNSKIfrh'
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2015-09-18 02:06:08,"b'#passiontoprofit at MSU, great turnout for entrepreneurship http://t.co/cMtB37lQ6d'"
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2015-09-17 13:51:01,"b'RT @SteveDaines: Today we mark the 228th anniversary of the signing of one of the greatest documents of all time, the United States #Consti\xe2\x80\xa6'"
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2015-09-17 12:28:32,b'Have you followed us at @GregForMontana? Get the latest news on our exploratory run for #Gov http://t.co/yqBVinoMtK'
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2015-09-16 13:31:03,"b""It's raining! Thank you God. Montana was thirsty. #Montana http://t.co/r4pqw6QtxM"""
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2015-09-16 01:17:55,b'Backyard rainbow tonight. Awesome. #ILoveMontana http://t.co/FGfqA3bt7x'
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2015-09-14 21:28:39,b'RT @MontanaHighTech: RightNow founder @gianforte leads panel w/ @ATG_Consulting @elixiter @HelixBuSolution @ZootEnterprises @pricew Allied \xe2\x80\xa6'
40739,Gregory R. Gianforte,YES,Green,@gianforte,25/03/2009,24/06/2009,New,2021,71,2015-09-14 19:48:31,b'Super speakers at the Montana High Tech Jobs Summit and 630 attendees  #MTjobs http://t.co/TDIqdLZgJY'
